type,title_clean,cast_clean,listed_in_clean,description_clean,genres,release_year,duration,country,rating,country_encoded,rating_encoded
0,blood money,manish chaudhary kunal kemmu amrita puri shekar shukla teeshay mia evonne uyeda,drama international movie romantic movie,ambitious kunal take job diamond business life thrown turmoil he drawn seedy underworld new career,"['drama', 'international', 'movie', 'romantic', 'movie']",2012,110 min,India,TV-14,251,9
0,bombay talkie,rani mukerji randeep hooda saqib saleem nawazuddin siddiqui sadashiv amrapurkar amitabh bachchan ranvir shorey katrina kaif diana penty,drama international movie,gay man deal sexuality struggling actor epiphany boy becomes dancer man try fulfill father dying wish,"['drama', 'international', 'movie']",2013,123 min,India,TV-MA,251,11
0,bos,akshay kumar ronit roy shiv pandit mithun chakraborty johny lever aditi rao hydari danny denzongpa govind namdeo parikshat sahni aakash dabhade,action adventure comedy drama,disowned father boy surya taken crime bos brother shiv wrongly imprisoned father pleads surya help,"['action', 'adventure', 'comedy', 'drama']",2013,139 min,India,TV-14,251,9
0,budhia singh born run,manoj bajpayee mayur mahendra patole tillotama shome shruti marathe chhaya kadam gajraj rao,drama independent movie international movie,thoughtprovoking biopic idealistic judo trainer adopts boy slum groom world youngest marathon runner,"['drama', 'independent', 'movie', 'international', 'movie']",2016,95 min,India,TV-MA,251,11
0,chashme baddoor,rishi kapoor ali zafar taapsee pannu siddharth divyendu sharma anupam kher bharati achrekar lillete dubey ayaz khan,comedy international movie music musical,pretty new neighbor seema fall shy roommate sid jealous womanizer omi jai plot break new lovebird,"['comedy', 'international', 'movie', 'music', 'musical']",2013,121 min,India,TV-14,251,9
0,dharam sankat mein,paresh rawal annu kapoor alka badola kaushal auritra ghosh naseeruddin shah manoj raghubir sharma rushita pandya murli sharma,comedy drama international movie,learning adopted muslim couple hindu man seek birth father find must confront bigotry realize quest,"['comedy', 'drama', 'international', 'movie']",2015,127 min,India,TV-PG,251,12
0,drishyam,ajay devgn shriya saran tabu rajat kapoor ishita dutta mrunal jadhav prasanna ketkar yogesh sonam prathamesh parab rishabh chaddha,drama international movie thriller,unexceptional man becomes murder suspect son highranking police official harassed daughter go missing,"['drama', 'international', 'movie', 'thriller']",2015,162 min,India,TV-14,251,9
0,gabbar back,akshay kumar shruti haasan sunil grover kareena kapoor ishita vyas suman talwar jaideep ahlawat shruti bapna,action adventure drama international movie,vengeful college professor target corruption government adopts name gabbar becomes hero weary public,"['action', 'adventure', 'drama', 'international', 'movie']",2015,128 min,India,TV-14,251,9
0,gollu aur pappu,vir da sandeepa dhar dimple kapadia kunaal roy kapur deepak tijori,action adventure comedy international movie,hapless brother gollu pappu stumble terrorist plot end ordered detonate bomb task destined bungle,"['action', 'adventure', 'comedy', 'international', 'movie']",2014,112 min,India,TV-14,251,9
1,hook,peemapol panichtamrong phiravich attachitsataporn thime pichitsurakit jidapa siribunchawan yanin opassathaworn jaturong kolimart pete thongchua ratchanont sukpragawp kanyaphak pongsak kittikun tansuhas tanawat cheawaram toru takizawa noraworn puangumpai,international tv show romantic tv show tv comedy,despite father rivalry two university student form friendship boxing gym tackle family drama romance personal crisis,"['international', 'tv', 'show', 'romantic', 'tv', 'show', 'tv', 'comedy']",2020,1 Season,Thailand,TV-MA,488,11
0,inkaar,arjun rampal chitrangada singh deepti naval kanwaljeet singh rehana sultan vipin sharma kaizaad kotwal sujata sehgal shivani tanksale asheesh kapur,drama international movie romantic movie,ad agency ceo put investigation ambitious protégée – lover – accuses sexual harassment vying top position,"['drama', 'international', 'movie', 'romantic', 'movie']",2013,125 min,India,TV-MA,251,11
0,madras café,john abraham nargis fakhri rashi khanna avijit dutt prakash belawadi ajay ratnam siddartha basu agnello dia dibang,drama international movie thriller,indian intelligence agent journey wartorn coastal island break resolute rebel group meet passionate journalist,"['drama', 'international', 'movie', 'thriller']",2013,128 min,India,TV-14,251,9
0,mary kom,priyanka chopra darshan kumar sunil thapa kenny basumatary shishir sharma robin da rajni basumatary lin laishram shakti singh,drama international movie sport movie,daughter poor rice farmer overcomes objection father demand maledominated society pursue career boxing,"['drama', 'international', 'movie', 'sport', 'movie']",2014,120 min,India,TV-PG,251,12
0,michael,naseeruddin shah mahie gill sabyasachi chakraborty rudranil ghosh iravati harshe churni ganguly june maliah purav bhandare shridhar watsar,drama independent movie international movie,dedicated cop accidentally kill 12yearold boy he fired harassed forced take menial work try keep life together,"['drama', 'independent', 'movie', 'international', 'movie']",2011,86 min,India,TV-MA,251,11
0,mumbai delhi mumbai,shiv pandit piaa bajpai,comedy international movie romantic movie,delhi first time mumbai girl loses phone get surprise chance true love local boy begrudgingly help,"['comedy', 'international', 'movie', 'romantic', 'movie']",2014,107 min,India,TV-MA,251,11
0,oh god,akshay kumar paresh rawal mithun chakraborty om puri apoorva arora arun bali honey chaaya poonam jhawer mahesh manjrekar govind namdeo,comedy drama international movie,mumbai shopkeeper kanji bhai file lawsuit god earthquake destroys store insurance policy wont cover damage,"['comedy', 'drama', 'international', 'movie']",2012,129 min,India,TV-PG,251,12
0,one two,abhay deol preeti desai lillete dubey rati agnihotri jayant kripalani darshan jariwala anish trivedi geetika tyagi preetika chawla tahir raj bhasin,comedy drama international movie,life mumbai man woman dealing issue intersect tv dance show want win want sabotage,"['comedy', 'drama', 'international', 'movie']",2014,135 min,India,TV-14,251,9
0,,freida pinto leslie odom jr chandler riggs jayson warner smith joshua mikel mark ashworth tia hendricks richard hempton noor naghmi maggie parto,drama independent movie romantic movie,couple must endure selfimposed quarantine elude authority mysterious virus prof lethal world ’ female population,"['drama', 'independent', 'movie', 'romantic', 'movie']",2019,97 min,United States,TV-MA,603,11
0,penalty,lukram smil manjot singh shashank arora kay kay menon aakash dabhade srishti jain bijou thaangjam mohit nain ashwin kaushal,drama independent movie international movie,lucknow college aspiring football player ’ dream playing nationally threatened face discrimination manipuri background,"['drama', 'independent', 'movie', 'international', 'movie']",2019,125 min,India,TV-14,251,9
0,player,vinod khanna abhishek bachchan bobby deol sonam kapoor bipasha basu neil nitin mukesh sikander kher omi vaidya johny lever shweta bhardwaj,action adventure international movie,learning fortune gold secretly shipped romania master thief charlie riya assemble crack team steal,"['action', 'adventure', 'international', 'movie']",2012,162 min,India,TV-14,251,9
0,pyaar ka punchnama 2,kartik aaryan nushrat bharucha sonalli sehgall sunny singh ishita raj omkar kapoor sharat saxena mona ambegaonkar,comedy drama international movie,three young bachelor find reality relationship far removed idea true romance pursued,"['comedy', 'drama', 'international', 'movie']",2015,136 min,India,TV-MA,251,11
0,queen,kangana ranaut rajkummar rao lisa haydon mish boyko jeffrey chee eng ho marco canadea sabeeka imam yogendra tikku,comedy drama international movie,dumped fiancé sheltered young woman decides go honeymoon europe alone embarking exhilarating journey selfdiscovery,"['comedy', 'drama', 'international', 'movie']",2014,138 min,India,TV-MA,251,11
0,shaitan,rajeev khandelwal kalki koechlin gulshan devaiah shiv pandit kirti kulhari neil bhoopalam nikhil chinappa rajit kapoor rajkummar rao pavan malhotra,action adventure drama independent movie,theyre blackmailed hitandrun troubled rich girl wild friend stage fake kidnapping plan collect ransom,"['action', 'adventure', 'drama', 'independent', 'movie']",2011,126 min,India,TV-MA,251,11
0,special 26,akshay kumar manoj bajpayee anupam kher jimmy shergill kajal aggarwal divya dutta kharaj mukherjee rajesh sharma kishore kadam neeru bajwa deep raj rana neetu singh,drama international movie thriller,factbased crime drama gang con artist posing government official executes heist form raid prominent jeweler,"['drama', 'international', 'movie', 'thriller']",2013,137 min,India,TV-PG,251,12
0,tanu wed manu,madhavan kangana ranaut jimmy shergill deepak dobriyal swara bhaskar eijaz khan kk raina rajendra gupta ravi kishan navni parihar,comedy drama international movie,londonbased doctor manu reluctantly return india find bride meet girl dream – discover love another man,"['comedy', 'drama', 'international', 'movie']",2011,114 min,India,TV-14,251,9
0,fish,dimple kapadia vishal sharma sumit suri anand tiwari deepti pujari manu rishi chadha geetika tyagi manjot singh sabina sheema,comedy international movie,crabby woman leaf home vacation entrusts niece fiancé feed fish adhere strict set rule idea,"['comedy', 'international', 'movie']",2013,96 min,India,TV-14,251,9
1,little singham,swapnil kumari jigna bhardwaj sonal kaushal neshma chemburkar ganesh divekar shaily dube saumya daan anamaya verma parminder ghumman pawan kalra,kid tv tv comedy,spinoff rohit shettys action franchise animated series follows brave kid cop little singham ’ adventure defends town evil,"['kid', 'tv', 'tv', 'comedy']",2020,2 Seasons,India,TV-Y7,251,14
1,cable girl,blanca suárez nadia de santiago ana fernández maggie civantos ana polvorosa yon gonzález martiño rivas nico romero borja luna sergio mur concha velasco antonio velázquez ernesto alterio ira del río angela cremonte andrea carballo,international tv show romantic tv show spanishlanguage tv show,1920s madrid four woman national telephone company ring revolution manage romance friendship modern workplace,"['international', 'tv', 'show', 'romantic', 'tv', 'show', 'spanishlanguage', 'tv', 'show']",2019,6 Seasons,Spain,TV-MA,444,11
0,desperado,nasim pedrad anna camp lamorne morris heather graham robbie amell sarah burn jessica chaffin,comedy romantic movie,drunkenly sending cringeworthy email hopeless romantic wes head mexico best friend erase note new love read,"['comedy', 'romantic', 'movie']",2020,107 min,United States,TV-MA,603,11
0,hunter blue side manchester,adipati dolken ganindra bimo donny alamsyah vonny cornellya tania staite maurice bryrne kevin bzezovski taroreh,drama international movie,honor father diligent college graduate take daunting goal becoming reporter english premier league soccer club,"['drama', 'international', 'movie']",2020,89 min,"Indonesia, United Kingdom",TV-MA,276,11
0,negro,samuel l jackson joey starr,documentary,based james baldwin unfinished book visual essay explores racism story medgar evers malcolm x martin luther king jr,['documentary'],2017,94 min,"Switzerland, France, Belgium, United States",PG-13,477,7
